NHIAREGION,NHIADISTRICT,FACILITYNAME,FACILITYTYPE,OWNERSHIP,INSURANCE,DEPOSITDATE,APPLICATIONCATEGORY,STATUS,RECNUMBER,APPLICATIONDATE,END_DATE
GT.ACCRA,TEMA MMHIS,ATLANTIS CLINIC,Clinic,Private,Private Health Insurance Scheme (PHIS) Only,11/12/2021,New Application,Approved Credential,GATMM-0206-2021-204,10/5/2021,10/1/2026
EASTERN,BIRIM NORTH DMHIS,MOSHOSHO PHARMACY LTD,Pharmacy,Private,Both,11/12/2021,New Application,Approved Credential,ERBRN-0211-2021-284,10/27/2021,9/1/2026
ASHANTI,MANHYIA SUB-METRO,MAMIE MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,11/12/2021,Renewal,Approved Credential,ARMSM-0405-2021-280,11/10/2021,3/1/2024
UP_EAST,KASENA-NANKANA DMHIS,MANYORO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/12/2021,Renewal,Approved Credential,UEKSN-0410-2021-126,11/1/2021,11/1/2023
BONO,DORMAA DIST.MHO,YAW BERIMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/12/2021,New Application,Approved Credential,BNDMA-0210-2021-089,11/5/2021,9/1/2026
CENTRAL,AOB,JUSLY MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,11/12/2021,New Application,Approved Credential,CRAOB-0205-2021-158,11/11/2021,8/1/2026
NORTHERN,YENDI DIST HIS,SAMBU HEALTH CENTRE(YENDI),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/13/2021,Renewal,Approved Credential,NRYEN-0410-2021-017,2/28/2021,11/1/2023
CENTRAL,KEEA,ABURANSA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,Approved Credential,CRKEA-0410-2021-140,10/5/2021,2/1/2024
UP_EAST,KASENA-NANKANA DMHIS,NAAGA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,Approved Credential,UEKSN-0410-2021-128,11/9/2021,12/1/2023
ASHANTI,ASAWASE,AMAAMATA MEMORIAL MATERNITY,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,On Hold,ARASO-0415-2021-281,11/12/2021,6/30/2021
VOLTA,ADAKLU-ANYIGBE,"ADAKLU WAYA HEALTH CENTRE,",Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,Approved Credential,VRADK-0404-2021-127,11/15/2021,12/1/2023
UP_EAST,BAWKU MUNICIPAL MHIS,ASUNGTABA HEALTH CENTRE,Health Center,Private,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,In Assessment,UEBKE-0406-2021-131,11/14/2021,11/1/2022
ASHANTI,SEKYERE WEST,CALVARY HEALTH SERVICES,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,In Assessment,ARSKW-0403-2021-282,11/15/2021,11/30/2021
BONO_EAST,PRU,CHOKOLOMBO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,New Application,In Assessment,BEPRU-0210-2021-113,11/10/2021,
WESTERN_NORTH,AOWIN-SUAMAN,ENCHI GOVERNEMT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,Approved Credential,WNAWS-0203-2021-095,11/12/2021,12/1/2025
SAVANNAH,EAST GONJA,KABONWULE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/15/2021,Renewal,Approved Credential,SVEGJ-0410-2021-055,11/15/2021,12/1/2023
UP_WEST,NADOWLI MHIS,KAMAHEGU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Approved Credential,UWNAD-0410-2020-082,11/30/2020,12/1/2023
WESTERN,WASSA-WEST,BOGOSO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Approved Credential,WRWSW-0404-2020-146,9/28/2020,12/1/2023
UP_WEST,NADOWLI MHIS,TUORI/WORGBERI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Approved Credential,UWNAD-0410-2021-140,8/25/2021,12/1/2023
WESTERN,WASSA-WEST,OBENGKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Payment Submitted - Pending Verification,WRWSW-0410-2021-181,10/28/2021,5/31/2021
UP_WEST,NADOWLI MHIS,DAKYIE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Approved Credential,UWNAD-0410-2021-139,8/25/2021,12/1/2023
EASTERN,DENKYEMBOUR,TAKROWASE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,In Assessment,ERDKB-0404-2021-295,11/16/2021,5/31/2022
UP_WEST,NADOWLI MHIS,CHALLA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/16/2021,Renewal,Approved Credential,UWNAD-0410-2021-141,8/25/2021,12/1/2023
ASHANTI,ATWIMA NWABIAGYA,ASUOFUA POLYCLINIC,Polyclinic,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,Renewal,Approved Credential,ARATN-0419-2021-277,11/2/2021,4/1/2024
SAVANNAH,BOLE DMHIS,SERIPE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,Renewal,Approved Credential,SVBOL-0410-2021-053,11/15/2021,12/31/2023
SAVANNAH,BOLE DMHIS,MANDARI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,Renewal,On Hold,SVBOL-0404-2021-054,11/15/2021,1/1/2022
SAVANNAH,BOLE DMHIS,CARPENTER CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,Renewal,Approved Credential,SVBOL-0410-2021-052,11/15/2021,11/30/2023
ASHANTI,BANTAMA SUB-METRO,SEVENTH DAY - ADVENTIST HOSPITAL - BREMAN,Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,11/17/2021,Renewal,Approved Credential,ARBSM-0403-2021-283,11/17/2021,6/1/2024
BONO,DORMAA DIST.MHO,AMENFE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,New Application,Approved Credential,BNDMA-0210-2021-093,11/11/2021,9/1/2026
BONO,DORMAA DIST.MHO,KYENKYENASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,New Application,Approved Credential,BNDMA-0210-2021-094,11/11/2021,9/1/2026
BONO,DORMAA DIST.MHO,MEWEREMFRIWUO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/17/2021,New Application,Approved Credential,BNDMA-0204-2021-095,11/12/2021,9/1/2026
EASTERN,WEST AKIM,OWORAM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,Approved Credential,ERWAK-0410-2021-198,6/16/2021,12/1/2023
EASTERN,WEST AKIM,OSENASE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,Approved Credential,ERWAK-0404-2021-294,11/12/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,MANSO AMENFI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,Approved Credential,WRAMF-0404-2021-191,11/12/2021,4/1/2024
UP_EAST,BAWKU MUNICIPAL MHIS,URBAN WEST  HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,In Assessment,UEBKE-0404-2021-135,11/18/2021,12/1/2022
UP_EAST,BAWKU MUNICIPAL MHIS,URBAN EAST HEALTH CENTRE (BAWKU EAST),Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,In Assessment,UEBKE-0404-2021-127,11/3/2021,11/30/2021
WESTERN,AMENFIMAN MHIS,"AGONA AMENFI HEALTH CENTRE,",Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,Approved Credential,WRAMF-0404-2021-192,11/14/2021,4/1/2024
UP_EAST,BAWKU MUNICIPAL MHIS,ASIKIRI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/18/2021,Renewal,Approved Credential,UEBKE-0410-2021-134,11/17/2021,12/1/2023
EASTERN,WEST AKIM,ANOMAKOJO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,ERWAK-0410-2021-200,6/17/2021,12/1/2023
EASTERN,WEST AKIM,ANUM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,ERWAK-0410-2021-201,6/18/2021,12/1/2023
EASTERN,WEST AKIM,ASUOFORI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,ERWAK-0410-2021-202,6/18/2021,12/1/2023
GT.ACCRA,GA,LENZVISION OPTICAL COMPANY LIMITED,optometry centre,Private,Private Health Insurance Scheme (PHIS) Only,11/19/2021,New Application,Approved Credential,GAGAD-0221-2021-237,11/18/2021,10/1/2026
WESTERN,NZEMA EAST,DADWEN CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,WRNZE-0510-2021-183,11/5/2021,3/1/2024
EASTERN,NEW JUABEN MHIS,PROVIDENCE MEDICAL CENTRE (ANNEX) KOFORIDUA,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,On Hold,ERNJB-0403-2021-288,11/4/2021,2/28/2021
AHAFO,TANO NORTH HIS,SUBONPANG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,AFTAN-0410-2021-051,11/19/2021,12/1/2023
BONO,SUNYANI WEST,FIAPRE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/19/2021,Renewal,Approved Credential,BNSSO-0404-2021-091,11/9/2021,1/1/2024
WESTERN_NORTH,BIA,"METHODIST MEDICAL CENTRE, ADJOAFUA",CHPS Compound,Mission,National Health Insurance Scheme (NHIS) Only,11/22/2021,Renewal,On Hold,WNBIA-0410-2021-096,11/18/2021,5/31/2020
EASTERN,AKUAPEM NORTH,TINKONG HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/22/2021,Renewal,Approved Credential,ERAKN-0410-2021-296,11/17/2021,12/1/2023
UP_EAST,BAWKU MUNICIPAL MHIS,GOORE HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/22/2021,Renewal,In Assessment,UEBKE-0410-2021-133,11/17/2021,10/31/2021
BONO_EAST,KINTAMPO NORTH,KINTAMPO MUNICIPAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,11/22/2021,Renewal,Approved Credential,BEKTN-0403-2021-115,11/12/2021,12/31/2023
EASTERN,WEST AKIM,GENERAL FAMILY HOSPITAL,Primary Care Hospital,Private,Both,11/23/2021,Upgrade,Approved Credential,ERAPS-0203-2021-285,10/27/2021,6/30/2025
EASTERN,NEW JUABEN MHIS,VALUE VISION EYECARE CENTRE,optometry centre,Private,Private Health Insurance Scheme (PHIS) Only,11/23/2021,New Application,Approved Credential,ERNJB-0221-2021-297,11/19/2021,9/1/2026
EASTERN,OKWAHUMAN HIS SOUTH,ABETIFI PRESBYTERIAN HEALTH CENTRE,Health Center,Mission,National Health Insurance Scheme (NHIS) Only,11/23/2021,Renewal,Payment Submitted - Pending Verification,EROKS-0404-2021-292,11/11/2021,1/31/2022
ASHANTI,AHAFO - ANO SOUTH,CHURCH OF GOD CLINIC-AHWEREWAM,Health Center,Mission,National Health Insurance Scheme (NHIS) Only,11/23/2021,Renewal,Approved Credential,ARAAS-0404-2021-289,11/20/2021,12/1/2023
GT.ACCRA,GA,HOLY DOVE HOSPITAL,Primary Care Hospital,Private,Both,11/23/2021,Renewal,Reject Credential,GAGAD-0403-2021-238,11/23/2021,5/31/2022
EASTERN,ATIWA DHIS,AWOSOASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/23/2021,Renewal,Approved Credential,ERATW-0410-2021-298,11/23/2021,2/1/2024
WESTERN,AMENFIMAN MHIS,TIGARIKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/24/2021,Renewal,Approved Credential,WRAMF-0410-2021-189,11/8/2021,12/1/2023
OTI,KRACHI EAST,KATANGA HEALTH CENTRE (KRACHI EAST),Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/24/2021,Renewal,Approved Credential,OTKRE-0404-2021-080,11/24/2021,2/1/2024
OTI,KRACHI EAST,DORMABIN HEALTH CENTRE (KRACHI EAST),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/24/2021,Renewal,Desktop Approved,OTKRE-0404-2021-079,11/24/2021,1/31/2022
WESTERN,AMENFIMAN MHIS,OHIAMPEANIKA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-185,11/8/2021,12/1/2023
NORTHERN,SAGNARIGU MHIS,CHOGGU HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,NRSAG-0404-2021-105,11/24/2021,11/30/2024
WESTERN,AMENFIMAN MHIS,KWABENG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-196,11/19/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,ODA-KROFOFROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-184,11/8/2021,12/1/2023
OTI,JASIKAN,COMFORT OFEDIA MEMORIAL CLINIC(NKONYA AHENKRO CHPS),Health Center,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,OTJSK-0404-2021-078,11/23/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,TOROMPAN CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-194,11/19/2021,12/1/2023
CENTRAL,AWUTU,MFADWEN CHPS ZONE (AWUTU EFUTU SENYA),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,CRAES-0410-2021-159,11/17/2021,3/1/2023
WESTERN,AMENFIMAN MHIS,BENA NKWANTA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-193,11/19/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,TEKPERKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-195,11/19/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,NKWANTANUM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-187,11/8/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,GRAVEL YARD CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-190,11/9/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,BEREKUM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-188,11/8/2021,11/1/2023
NORTHERN,TAMALE METRO,MBIA MEDICAL DIAGNOSTIC LABORATORY,Laboratory,Private,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,In Assessment,NRTAM-0414-2021-104,11/18/2021,5/31/2022
ASHANTI,ASAWASE,ANWIAM HOSPITAL ANNEX,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,ARASO-0403-2021-288,11/18/2021,1/31/2024
WESTERN,AMENFIMAN MHIS,AMUEKU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-197,11/19/2021,12/1/2023
WESTERN,AMENFIMAN MHIS,KOKOASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/25/2021,Renewal,Approved Credential,WRAMF-0410-2021-186,11/8/2021,12/1/2023
NORTHERN,TAMALE METRO,PEEKAY GOMBI PHARMACY,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,11/26/2021,Renewal,In Assessment,NRTAM-0411-2021-106,11/26/2021,11/30/2021
GT.ACCRA,OKAIKOI,RABENRICH MATERNITY HOME & CLINIC,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,11/26/2021,Renewal,Approved Credential,GAOKA-0405-2021-239,11/25/2021,12/1/2023
UP_EAST,KASENA-NANKANA DMHIS,NAYAGENIA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/26/2021,Renewal,Approved Credential,UEKSN-0410-2021-136,11/21/2021,12/1/2023
BONO_EAST,KINTAMPO SOUTH,KWAKU GYAMAH MEMORIAL CLINIC,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,11/26/2021,Renewal,Approved Credential,BEKTS-0415-2021-119,11/26/2021,11/30/2023
VOLTA,HOHOE,HOHOE MUNICIPAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,Approved Credential,VRHOH-0403-2021-129,11/29/2021,12/1/2023
CENTRAL,GOMOAMAN,DABANYIN CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,New Application,Approved Credential,CRGOM-0210-2021-163,11/24/2021,8/1/2026
NORTHERN,TAMALE METRO,MIRACLE MEDICAL LABORATORY LIMITED (TAMALE),Diagnostic,Private,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,In Assessment,NRTAM-0409-2021-107,11/27/2021,3/31/2022
BONO_EAST,KINTAMPO SOUTH,PANINAMISA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,Approved Credential,BEKTS-0410-2021-112,11/9/2021,11/30/2023
CENTRAL,GOMOAMAN,NKWANTANAN CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,New Application,Approved Credential,CRGOM-0210-2021-164,11/25/2021,8/1/2026
CENTRAL,GOMOAMAN,KWEIKROM  CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,New Application,Approved Credential,CRGOM-0210-2021-161,11/24/2021,8/1/2026
BONO_EAST,KINTAMPO SOUTH,KRABONSO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,Approved Credential,BEKTS-0410-2021-110,11/4/2021,11/30/2023
CENTRAL,AWUTU,"TRAUMA AND SPECIALIST HOSPITAL,WINNEBA",Secondary care hospital,Public,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,On Hold,CRAES-0402-2021-160,11/24/2021,11/30/2021
AHAFO,ASUNAFO NORTH,"AHMADIYYA MISSION HOSPITAL, MIM",Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,11/29/2021,Renewal,Payment Submitted - Pending Verification,AFASN-0403-2021-052,11/29/2021,2/1/2022
NORTHERN,YENDI DIST HIS,KPUNKPANO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/30/2021,Renewal,Approved Credential,NRYEN-0510-2021-084,10/1/2021,6/1/2024
BONO,WENCHI DISTRICT,AGUBIE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/30/2021,New Application,Approved Credential,BNWEN-0210-2021-088,11/3/2021,9/1/2026
BONO,SUNYANI MUNICIPAL,MACK-HUBERT PHARMACY,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,11/30/2021,Renewal,Approved Credential,BNSNY-0411-2021-076,10/5/2021,12/1/2023
NORTHERN,YENDI DIST HIS,NADUNDO CHPS (YENDI),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/30/2021,Renewal,Approved Credential,NRYEN-0410-2021-103,11/11/2021,12/1/2023
GT.ACCRA,OKAIKOI,KANESHIE MEDICAL CENTRE,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,11/30/2021,Renewal,On Hold,GAOKA-0415-2021-234,11/8/2021,5/31/2021
NORTHERN,YENDI DIST HIS,BOFOYILI CHPS (YENDI),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/30/2021,Renewal,Approved Credential,NRYEN-0410-2021-102,11/11/2021,12/1/2023
BONO_EAST,TECHIMAN MUNICIPAL,MANGOASE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,11/30/2021,New Application,Payment Submitted - Pending Verification,BETEC-0210-2021-114,11/11/2021,
EASTERN,ASUOGYAMAN,ATIMPOKU CHPS COMPOUND,Health Center,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0404-2021-309,11/30/2021,12/1/2023
EASTERN,ASUOGYAMAN,NEW DODI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-308,11/30/2021,12/1/2023
GT.ACCRA,GA,GA NORTH MUNICIPAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,In Assessment,GAGAD-0203-2021-037,3/11/2021,5/31/2024
WESTERN_NORTH,BIBIANI-ANHWIASO BEKWAI,GHANA BAUXITE COMPANY HOSPITAL,Clinic with a specialist,Quasi-public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,In Assessment,WNBAB-0515-2021-010,3/5/2021,8/1/2022
ASHANTI,AMANSIE EAST DMHIS,BEKWAI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,New Application,In Assessment,ARAME-0204-2021-291,11/27/2021,
ASHANTI,ADANSI SOUTH MHIS,ATAASE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Additional service,In Assessment,ARADS-0304-2021-287,11/18/2021,1/31/2022
EASTERN,BIRIM SOUTH,AKENKENSU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERBRS-0410-2021-287,11/3/2021,12/1/2023
EASTERN,BIRIM SOUTH,ANAMASE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERBRS-0410-2021-286,11/3/2021,12/1/2023
BONO,TAIN DISTRICT,TIADENDEN,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,New Application,In Assessment,BNTAI-0210-2021-075,10/15/2021,
EASTERN,BIRIM SOUTH,AKIM BOMMODEN CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,New Application,Payment Submitted - Pending Verification,ERBRS-0210-2021-314,12/1/2021,
EASTERN,ASUOGYAMAN,NEW AKRADE CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-302,11/29/2021,12/1/2023
EASTERN,ASUOGYAMAN,OSIABURA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-303,11/29/2021,12/1/2023
EASTERN,ASUOGYAMAN,FRANKADUA HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-305,11/29/2021,12/1/2023
BONO,TAIN DISTRICT,BONITA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,BNTAI-0404-2021-092,11/10/2021,1/1/2024
ASHANTI,EJISU-JUABEN,SDA CLINIC (NOBEWAM),Health Center,Mission,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,AREJB-0404-2021-290,11/25/2021,12/1/2023
EASTERN,ASUOGYAMAN,APEGUSO HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-304,11/29/2021,12/1/2023
EASTERN,ASUOGYAMAN,MANGOASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,12/1/2021,Renewal,Approved Credential,ERAGM-0410-2021-313,12/1/2021,12/1/2023
